1	Standard for Flexible Metal Conduit
7010	Environmental Claim Validation Procedure (ECVP) for Formaldehyde Reduction
7103	Outline of Investigation for Building-Integrated Photovoltaic Roof Coverings
712.1	STANDARD FOR THERMAL INSULATION - LIGHT DENSITY, OPEN CELL SPRAY APPLIED SEMI-RIGID POLYURETHANE FOAM - MATERIAL SPECIFICATION / NORME SUR L’ISOLANT THERMIQUE EN MOUSSE DE POLYURÉTHANE SEMI-RIGIDE PULVÉRISÉE, DE FAIBLE DENSITÉ ET À ALVÉOLES OUVERTS - SPÉCIFICATIONS RELATIVES AU MATÉRIAU
713.2	STANDARD FOR SYSTEM TESTING 2 - ML / NORME SUR LES SYSTEM TESTING 2 - ML FILETÉS POUR TUYAUX D'INCENDIE DE 38 MM ET DE 65 MM
717.1	STANDARD FOR FLAT WALL INSULATING CONCRETE FORM (ICF) UNITS / NORME SUR LES COFFRAGES À BÉTON ISOLANTS POUR MURS PLATS
717.1	STANDARD FOR FLAT WALL INSULATING CONCRETE FORM (ICF) UNITS - MATERIAL PROPERTIES / NORME SUR LES UNITÉS DE COFFRAGE À BÉTON ISOLANT POUR MURS PLATS - PROPRIÉTÉS DES MATÉRIAUX
7700-1	PORTABLE PNEUMATIC TOOLS
7700- 2-1	Outline of Investigation for Portable Pneumatic Tools; Part 2: Particular Requirements for Drills and Rotary Hammers
7700- 2-2	Outline of Investigation for Portable Pneumatic Tools; Part 2: Particular Requirements for Screwdrivers, Ratchets and Impact Wrenches
7700- 2-3	Outline for Portable Pneumatic Tools; Part 2: Particular Requirements for Grinders
7700- 2-4	Outline of Investigation for Portable Pneumatic Tools; Part 2: Particular Requirements for Sanders, Polishers and Buffers
7700- 2-5	Outline of Investigation for Portable Pneumatic Tools; Part 2: Particular Requirements for Circular Saws and Circular Knives
7700- 2-6	Outline of Investigation for Portable Pneumatic Tools; Part 2: Particular Requirements for Percussion Tools and Percussion Hammers
7700- 2-8	Outline of Investigation for Portable Pneumatic Tools; Part 2: Particular Requirements for Shears and Nibblers
7700- 2-11	Outline of Investigation for Portable Pneumatic Tools; Part 2: Particular Requirements for Reciprocating Saws
7700- 2-14	Outline of Investigation for Portable Pneumatic Tools; Part 2: Particular Requirements for Planers
7700- 2-17	Outline of Investigation for Portable Pneumatic Tools; Part 2: Particular Requirements for Routers and Trimmers
7700- 2-30	Outline of Investigation for Portable Pneumatic Tools; Part 2: Particular Requirements for Nailers, Staplers and Other Fastening Tools
7700- 2-33	Outline of Investigation for Portable Pneumatic Tools; Part 2: Particular Requirements for Portable Band Saws
7700- 2-37	Outline of Investigation for Pneumatic Tools; Part 2: Particular Requirements for Plate Jointers
8139	Electrical Systems of Electronic Cigarettes and Vaping Devices / Systèmes électriques des cigarettes électroniques et des dispositifs de vapotage
8203	Outline of Investigation for Performance Testing for Ingress of Fibrous Indoor Dust
8203	Test Method for Performance on the Ingress of Fibrous Indoor Dust
8521	Outline of Investigation for Aboveground Container Refueling Systems for LP-Gas
8521	Outline of Investigation for Aboveground Container Refueling Systems for LP-Gas
8703	CONCENTRATOR PHOTOVOLTAIC MODULES AND ASSEMBLIES
8703	CONCENTRATOR PHOTOVOLTAIC MODULES AND ASSEMBLIES
8750	Standard for Light Emitting Diode (LED) Equipment for Use in Lighting Products
8752	Organic Light Emitting Diode (OLED) Panels
8752	Standard for Organic Light Emitting Diode (OLED) Panels / Norme relative aux panneaux à diodes électroluminescentes organiques (DELO)
8753	Field-Replaceable Light Emitting Diode (LED) Light Engines	
8753	Standard for Field-Replaceable Light Emitting Diode (LED) Light Engines / Norme relative aux systèmes avec module et convertisseur pour diodes électroluminescentes (DEL) remplaçables sur place
8754	Holders, Bases and Connectors for Solid-State (LED) Light Engines and Arrays
8754	Standard for Holders, Bases, and Connectors for Solid-State (LED) Light Engines and Arrays / Norme relative à l'équipement et aux systèmes basse tension des treillis de plafond suspendu
8782	Outline of Investigation for Pollution Control Units for Commercial Cooking Operations
8800	ANSI/CAN/UL Standard for Horticultural Lighting Equipment And Systems  / ANSI/CAN/UL Norme sur l'équipement et les systèmes d'éclairage d'horticulture 
8801	Outline of Investigation for Photovoltaic-Powered Luminaire Systems
8802	Outline of Investigation for Germicidal Systems
9004	Product Category Rule (PCR) for Part B: Builders Hardware
9005	Product Category Rules (PCR) for Part B: Commercial Steel Doors and/or Steel Frames
9540	ANSI/CAN/UL Standard for Energy Storage Systems and Equipment / Norme De Systèmes et équipement de stockage de l'énergie
9540A	ANSI/CAN/UL Standard for Test Method for Evaluating Thermal Runaway Fire Propagation in Battery Energy Storage Systems / ANSI/CAN/UL Norme sur la méthode d’essai pour l’évaluation de la propagation du feu par emballement thermique dans les systèmes de stockage d’énergie en batterie
9595	ANSI/CAN/UL Standard for Factory Follow-Up on Personal Flotation Devices (PFDs) / ANSI/CAN/UL Norme pour le suivi en usine des équipements individuels de flottabilité (EIF)
9691	Recommended Practice for Nameplates for Use in Electrical Installations
9703	Outline of Investigation for Distributed Generation Wiring Harnesses
9705	FIRE TESTS - FULL-SCALE ROOM TEST FOR SURFACE PRODUCTS / ESSAIS AU FEU - ESSAI DANS UNE PIÈCE EN VRAIE GRANDEUR POUR LES PRODUITS DE SURFACE
9741	Outline of Investigation for Bidirectional Electric Vehicle (EV) Charging System Equipment
9798	Environmental Claim Validation Procedure (ECVP) for Biobased Content
9990	Outline of Investigation for Information and Communication Technology (ICT) Power Cables
9990	Outline for Information and Communication Technology (ICT) Power Cables
10001	Product Category Rules for Power Inverter Products
10003	Product Category Rule (PCR) Guidance for Wooden Pallets, EPD Requirements
10004	Product Category Rules for Printers
10005	Product Category Rules for Three-Zone Multi-Temperature Transport Refrigeration Units
10006	Product Category Rules (PCR) for preparing an Environmental Product Declaration (EPD) for the Product Category: Tires
10006J	Product Category Rules (PCR) for preparing an Environmental Product Declaration (EPD) for the Product Category: Tires (Japanese)
10007	Product Category Rules for Hand Dryers
10010	Product Category Rules for Building Related Products and Services (Version 2.0)
10010	Product Category Rules for Building Related Products and Services (Version 1.3)
10010	Product Category Rules for Building Related Products and Services (Version 3.0)
10010	Product Category Rules for Building Related Products and Services (Version 3.1)
10010	Product Category Rules for Building Related Products and Services (Version 3.2)
10010- 1	Product Category Rules (PCR) Guidance for Building-Related Products and Services Part B: Building
Envelope Thermal Insulation EPD Requirements
10010- 2	Product Category Rules (PCR) Guidance for 
Building-Related Products and Services Part B: Sanitary Ceramic EPD Requirements (Version 2.1)
10010- 3	Product Category Rules for Part B: Mechanical, Specialty, Thermal, and Acoustic Insulation Product EPD Requirements
10010- 4	Product Category Rules Part B: Water Cooled Chiller EPD Requirements (Version 2.0)
10010- 5	Product Category Rules for Part B: Insulated Metal Panels, Metal Composite Panels, and Metal Cladding: Roof and Wall Panels
10010- 6	Product Category Rules (PCR) Guidance for Building-Related Products and Services Part B: Plumbing Vessel EPD Requirements(Version 2.0)
10010- 7	Product Category Rules (PCR) Guidance for Building-Related Products and Services Part B: Flooring EPD Requirements
10010- 8	Addednum for the Product Category Rules (PCR) Guidance for Building-Related Products and Services Part B: Requirements on the EPD for Bathroom Fittings and Showers
10010- 9	Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Structural and Architectural Wood Products EPD Requirements (Version 1.1)
10010- 10	Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Wall and Door Protection EPD Requirements
10010- 11	Product Category Rules (PCR) Guidance for Building Related Products and Services Part B:
Asphalt Shingles, Built-up Asphalt Membrane Roofing and Modified Bituminous Membrane Roofing EPD Requirements
10010- 12	Product Category Rules for Building-Related Products and Services Part B: Metal Ceiling and
Interior Wall Panel System EPD Requirements
10010- 13	Product Category Rules for Building-Related Products and Services Part B: Builders Hardware EPD Requirements
10010- 14	Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Requirements on the EPD for Products of aluminium and aluminium alloys
10010- 15	Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Requirements on the EPD for Building metals
10010- 16	Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Requirements on the EPD Coatings with organic binders
10010- 17	Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Requirements on the EPD for Curtain Walling
10010- 18	Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Requirements on the EPD for Metal Ceilings
10010- 19	Product Category Rule (PCR) for preparing an environmental product declaration (EPD) for PCR: IBU Part B: Coatings with Organic Binders and EDF EPD for Paints
10010- 20	Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Requirements on the EPD for Technical Textiles
10010- 21	Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Requirements on the EPD for thin walled profiles and profiled panels of metal
10010- 22	Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Piping systems for use for sewage and storm water (under gravity)
10010- 23	Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Wire and Cable
10010- 24	Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Engineered Stone 
10010- 25	Product Category Rule (PCR) for Preparing an Environment Product Declaration (EPD) for Product Group Cladding Systems Products
10010- 26	Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Non-Metal Ceiling Panel EPD Requirements
10010- 27	Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Commercial Steel Doors and Steel Frames EPD
Requirements
10010- 28	Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Kitchen and Bath Fixture Fittings and Accessory Products EPD Requirements
10010- 29	Product Category Rules for Part B: Concrete Masonry and Segmental Concrete Paving Product EPD Requirements
10010- 30	Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Joint Compound EPD Requirements
10010- 31	Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Processed Glass EPD Requirements
10010- 32	Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Building and Construction Sealant EPD
Requirements
10010- 33	Product Category Rules for preparing an environmental product declaration (EPD): ASTM PCR for Single Ply Roofing Membranes
10010- 34	Product Category Rule (PCR) Guidance for Building-Related Products and Services Part B: Designated Steel Construction Product EPD Requirements	
10377	CAN/UL Standard for Consumer Product Safety - Guidelines for Suppliers / Sécurité des produits de consommation  - Lignes directrices pour les fournisseurs
116875	Outline for Lead (Pb) Content Verification of Products in Contact with Potable Water
120002	Certificate Standard for AEx Equipment for Hazardous (Classified) Locations
120101	Standard for Definitions and Information Pertaining to Electrical Equipment in Hazardous Locations
120202	Recommendations for the Preparation, Content, and Organization of Intrinsic Safety Control Drawings
120404	Pressurized Enclosures
121201	Nonincendive Electrical Equipment for Use  in Class I and II, Division 2 and Class III, Divisions 1 and 2 Hazardous (Classified) Locations
121203	Portable Electronic Products Suitable for Use in Class I and II, Division 2, Class I Zone 2 and Class III, Division 1 and 2 Hazardous (Classified) Locations
121203	Portable Electronic Products Suitable for Use in Class I and II, Division 2, Class I, Zone 2 and Class III, Division 2 and 2 Hazardous (Classified) Locations
121303	Guide for Use of Detectors for Flammable Gases
122001	General Requirements for Electrical Ignition Systems for Internal Combustion Engines in Class I, Division 2 or Zone 2, Hazardous (Classified) Locations
122701	Requirements for Process Sealing Between Electrical Systems and Flammable or Combustible Process Fluids
122701	Requirements for Process Sealing Between Electrical Systems and Flammable or Combustible Process Fluids
12402- 4	ANSI/CAN/UL Personal Flotation Devices - Part 4: Lifejackets, Performance Level 100 - Safety Requirements / Équipements individuels de flottabilité - partie 4 : gilets de sauvetage, niveau de performance 100 - exigences de sécurité
12402- 5	Standard for Personal Flotation Devices - Part 5: Buoyancy Aids (Level 50) - Safety Requirements / Norme de Équipements individuels de flottabilité/Vêtements de flottaison individuels  - Partie 5 : Aides à la flottabilité (niveau 50) - Exigences de sécurité
12402- 9	Standard for Personal Flotation Devices - Part 9: Test Methods / Equipements individuels de flottabilite/ Vetements de flottaison individuels - Partie 9 : Methodes d'essai
15027- 2	ANSI/CAN/UL Standard for Immersion suits - Part 2: Abandonment Suits, Requirements Including Safety / Combinaisons d’immersion – Partie 2 :
Combinaisons d’abandon, exigences,
y compris la sécurité
15027- 3	ANSI/CAN/UL Standard for Immersion Suits - Part 3: Test Methods / Combinaisons de protection thermique en cas d'immersion - Partie 3 : Méthodes d'essai
24480	Design Guideline for Promoting Circadian Entrainment with Light for Day-Active People
60034- 1	Standard for Rotating Electrical Machines - Part 1: Rating and Performance
60034- 2-1	Rotating electrical machines - Part 2-1: Standard methods for determining losses and efficiency from tests (excluding machines for traction vehicles)
60034- 5	Rotating Electrical Machines - Part 5: Degrees of Protection Provided by the Integral Design of Rotating Electrical Machines (IP Code) - Classification
60065	Standard for Audio, Video and Similar Electronic Apparatus - Safety Requirements
60079- 0	Explosive Atmospheres - Part 0: Equipment - General Requirements
60079- 0	Explosive Atmospheres - Part 0: Equipment - General Requirements
60079- 1	Explosive Atmospheres - Part 1: Equipment Protection by Flameproof Enclosures “d”
60079- 2	Explosive Atmospheres - Part 2: Equipment Protection by Pressurized Enclosures "p"
60079- 2	Explosive Atmospheres - Part 2: Equipment Protection by Pressurized Enclosure “p”
60079- 5	Explosive Atmospheres - Part 5: Equipment protection by powder filling 'q'
60079- 6	Explosive atmospheres - Part 6: Equipment protection by oil immersion 'o'
60079- 7	Electrical Apparatus for Explosive Gas Atmospheres - Part 7: Increased Safety 'e'
60079- 7	Explosive Atmospheres - Part 7: Equipment protection by increased safety 'e'
60079- 11	Explosive Atmospheres - Part 11: Equipment Protection by Intrinsic Safety "i"
60079- 13	Explosive Atmospheres - Part 13: Equipment protection by pressurized room "p" and artificially ventilated room "v"
60079- 15	Electrical Apparatus for Explosive Gas Atmospheres - Part 15: Construction, Test and Marking of Type of Protection 'n' Electrical Apparatus
60079- 15	Explosive atmospheres - Part 15: Equipment protection by type of protection "n"
60079- 17	Explosive Atmospheres – Part 17: Electrical Installations Inspection and Maintenance
60079- 18	Electrical Apparatus for Explosive Gas Atmospheres - Part 18: Construction, Test and Marking of Type of Protection Encapsulation 'm' Electrical Apparatus
60079- 18	Explosive atmospheres - Part 18: Equipment protection by encapsulation “m”
60079- 25	Explosive Atmospheres – Part 25: Intrinsically Safe Electrical Systems
60079- 26	Explosive Atmospheres – Part 26: Equipment with Equipment Protection Level (EPL) Ga
60079- 28	Explosive Atmospheres - Part 28: Protection of Equipment and Transmission Systems Using Optical Radiation
60079- 29-1	Explosive Atmospheres - Part 29-1: Gas Detectors - Performance Requirements of Detectors for Flammable Gases
60079- 29-2	Explosive Atmospheres – Part 29-2: Gas Detectors – Selection, Installation, Use and Maintenance of Detectors for Flammable Gases and Oxygen
60079- 29-4	Explosive Atmospheres - Part 29-4: Gas Detectors - Performance Requirements of Open Path Detectors for Flammable Gases 
60079- 30-1	Explosive Atmospheres - Part 30-1: Electrical Resistance Trace Heating - General and Testing Requirements
60079- 31	Explosive Atmospheres - Part 31: Equipment Dust Ignition Protection by Enclosure "t"
60086- 4	Primary Batteries - Part 4: Safety of Lithium Batteries
60320- 1	Appliance Couplers for Household and Similar General Purposes - Part 1: General Requirements
60320- 1	Appliances Couplers for Household and Similar General Purposes - Part 1: General Requirements
60320- 3	Appliance Couplers for Household and
Similar General Purposes – Part 3:
Standard Sheets and Gauges
60335- 1	Standard for Safety of Household and Similar Electrical Appliances, Part 1:  General Requirements
60335- 1	Standard for Safety of Household and Similar Electrical Appliances, Part 1:  General Requirements
60335- 1	Safety of Household and Similar Appliances, Part 1: General Requirements
60335- 2-3	Standard for Safety of Household and Similar Electrical Appliances, Part 2:  Particular Requirements for Electric Irons
60335- 2-8	Standard for Safety for Household and Similar Electrical Appliances, Part 2:  Particular Requirements for Shavers, Hair Clippers, and Similar Appliances
60335- 2-8	Standard for Safety for Household and Similar Electrical Appliances, Part 2:  Particular Requirements for Shavers, Hair Clippers, and Similar Appliances
60335- 2-14	Subject 60335-2-14 Household and Similar Electrical Appliances, Part 2: Particular Requirements for for Kitchen Machines
60335- 2-14	Subject 60335-2-14
60335- 2-24	Safety Requirements for Household and Similar Electrical Appliances, Part 2: Particular Requirements for Refrigerating Appliances, Ice-Cream Appliances and Ice-Makers
60335- 2-24	Safety Requirements for Household and Similar Electrical Appliances, Part 2: Particular Requirements for Refrigerating Appliances, Ice-Cream Appliances and Ice-Makers
60335- 2-25	Subject for Household and Similar Electrical Appliances
60335- 2-29	Household and similar electrical appliances - Safety - Part 2-29: Particular
requirements for battery chargers
60335- 2-32	Subject 60335-2-32
60335- 2-34	Standard for Household and Similar Electrical Appliances, Part 2: Particular Requirements for Motor-Compressors
60335- 2-34	Household and Similar Electrical Appliances - Safety - Part 2-34: Particular Requirements for Motor-Compressors
60335- 2-40	Household And Similar Electrical Appliances - Safety - Part 2-40: Particular Requirements for Electrical Heat Pumps, Air-Conditioners and Dehumidifiers
60335- 2-52	Household and similar electrical appliances - Safety - Part 2-52: Particular requirements for oral hygiene appliances
60335- 2-67	Household and Similar Electrical Appliances - Safety - Part 2-67: Particular Requirements for Floor Treatment Machines, for Commercial Use
60335- 2-68	Standard for Household And Similar Electrical Appliances - Safety - Part 2-68: Particular Requirements for Spray Extraction Machines, for Commercial Use
60335- 2-69	Household and Similar Electrical Appliances - Safety - Part 2-69: Particular requirements for wet and dry vacuum cleaners, including power brush, for commercial use	
60335- 2-72	Household and Similar Electrical Appliances - Safety - Part 2-72: Particular Requirements for Floor Treatment Machines With or Without Traction Drive, for Commercial Use
60335- 2-79	Household and Similar Electrical Appliances - Safety - Part 2-79: Particular Requirements for High Pressure Cleaners and Steam Cleaners
60335- 2-82	Subject 60335-2-82
60335- 2-89	Household and Similar Electrical Appliances –
Safety – Part 2-89: Particular Requirements for Commercial Refrigerating Appliances with an Incorporated or Remote Refrigerant Unit or Compressor
60335- 2-1000	Standard for Safety for Household and Similar Electrical Appliances: Particular Requirements for Electrically Powered Pool Lifts
60384- 14	Safety Requirements for Fixed Capacitors for Use in Electronic Equipment - Part 14: Sectional Specification: Fixed Capacitors for Electromagnetic Interference Suppression and Connection to the Supply Mains
60601- 1	Medical Electrical Equipment, Part 1: General Requirements for Safety
60691	Standard for Thermal-Links - Requirements and Application Guide
60692	Outline of Investigation for Circuit Interrupters with Fire Extinguishing Agent for Use in Electrical Appliances and Components
60730- 1	Automatic Electrical Controls for Household and Similar Use; Part 1: General Requirements
60730- 1	Automatic Electrical Controls - Part 1: General Requirements
60730- 2-3	Standard for Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Thermal Protectors for Ballasts for Tubular Fluorescent Lamps
60730- 2-4	Standard for Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Thermal Motor Protectors for Motor-Compressors of Hermetic and Semi-Hermetic Type
60730- 2-4	Standard for Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Thermal Motor Protectors for Motor-Compressors of Hermetic and Semi-Hermetic Type
60730- 2-5	Subject 60730-2-5
60730- 2-6	Standard for Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Automatic Electrical Pressure Sensing Controls Including Mechanical Requirements
60730- 2-7	Standard for Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Timers and Time Switches
60730- 2-7	Automatic Electrical Controls - Part 2-7: Particular Requirements for Timers and Time Switches
60730- 2-8	Standard for Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Electrically Operated Water Valves, Including Mechanical Requirements
60730- 2-8	Standard for Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Electrically Operated Water Valves, Including Mechanical Requirements
60730- 2-9	Standard for Automatic Electrical Controls For Household and Similar Use; Part 2: Particular Requirements For Temperature Sensing Controls
60730- 2-9	Automatic Electrical Controls - Part 2-9: Particular Requirements for Temperature Sensing Controls
60730- 2-10	Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Motor Starting Relays
60730- 2-11	Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Energy Regulators
60730- 2-12	Standard for Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Electrically Operated Door Locks
60730- 2-13	Standard for Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Humidity Sensing Controls
60730- 2-14	Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Electric Actuators
60730- 2-14	Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Electric Actuators
60730- 2-15	Standard for Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Automatic Electrical Air Flow, Water Flow and Water Level Sensing Controls
60730- 2-18	Standard for Automatic Electrical Controls for Household and Similar Use; Part 2: Particular Requirements for Automatic Electrical Water and Air Flow Sensing Controls Including Mechanical Requirements
60730- 2-22	Automatic Electrical Controls - Part 2-22: Particular Requirements for Thermal Motor Protectors
60743	Live Working -  Terminology for Tools, Equipment and Devices
60745- 1	Hand-Held Motor-Operated Electric Tools - Safety - Part 1: General Requirements
60745- 2-1	Hand-Held Motor-Operated Electric Tools - Safety - Part 2-1: Particular Requirements for Drills and Impact Drills
60745- 2-2	Hand-Held Motor-Operated Electric Tools - Safety - Part 2-2: Particular Requirements for Screwdrivers and Impact Wrenches
60745- 2-3	Hand-Held Motor-Operated Electric Tools - Safety - Part 2-3: Particular Requirements for Grinders, Polishers and Disk-Type Sanders
60745- 2-4	Hand-Held Motor-Operated Electric Tools - Safety - Part 2-4: Particular Requirements for Sanders and Polishers Other Than Disk Type
60745- 2-5	Hand-Held Motor-Operated Electric Tools - Safety - Part 2-5: Particular Requirements for Circular Saws
60745- 2-6	Hand-Held Motor-Operated Electric Tools - Safety - Part 2-6: Particular Requirements for Hammers
60745- 2-8	Hand-Held Motor-Operated Electric Tools - Safety - Part 2-8: Particular Requirements for Shears and Nibblers
60745- 2-9	Hand-Held Motor-Operated Electric Tools - Safety - Part 2-9: Particular Requirements for Tappers
60745- 2-11	Hand-Held Motor-Operated Electric Tools - Safety - Part 2-11: Particular Requirements for Reciprocating Saws
60745- 2-12	Hand-Held Motor-Operated Electric Tools - Safety - Part 2-12: Particular Requirements For Concrete Vibrators
60745- 2-13	Hand-Held Motor-Operated Electric Tools – Safety – Part 2-13: Particular Requirements for Chain Saws
60745- 2-14	Hand-Held Motor-Operated Electric Tools - Safety - Part 2-14: Particular Requirements for Planers
60745- 2-15	Subject 60745-2-15
60745- 2-16	Hand-Held Motor-Operated Electric Tools - Safety - Part 2-16: Particular Requirements for Tackers
60745- 2-17	Hand-Held Motor-Operated Electric Tools - Safety - Part 2-17: Particular Requirements for Routers and Trimmers
60745- 2-18	Hand-Held Motor-Operated Electric Tools - Safety - Part 2-18: Particular Requirements For Strapping Tools
60745- 2-19	Hand-Held Motor-Operated Electric Tools - Safety - Part 2-19: Particular Requirements For Jointers
60745- 2-20	Hand-Held Motor-Operated Electric Tools - Safety - Part 2-20: Particular Requirements For Band Saws
60745- 2-21	Hand-Held Motor-Operated Electric Tools - Safety - Part 2-21: Particular Requirements For Drain Cleaners
60745- 2-22	Subject 60745-2-22
60745- 2-23	Hand-Held Motor-Operated electric Tools - Safety - Part 2-23: Particular Requirements for Die Grinders and Small Rotary Tools
60832- 1	Live working - Insulating sticks and attachable devices - Part 1: Insulating sticks
Travaux sous tension – Perches isolantes et outils adaptables – Partie 1: Perches isolantes
60832- 2	Live working – Insulating sticks and attachable devices – Part 2: Attachable devices
Travaux sous tension – Perches isolantes et outils adaptables – Partie 2: Outils adaptables
60839- 11-1	Alarm and Electronic Security Systems - Part 11-1: Electronic Access Control Systems - System and Components Requirements
60855- 1	Live working - Insulating foam-filled tubes and solid rods - Part 1: Tubes and rods of a circular cross-section / Travaux sous tension - Tubes isolants repmplis de mousse et tiges isolants pleines - Partie 1: Tubes et tiges de section circulaire
60895	Live Working – Conductive Clothing For Use at Nominal Voltage Up to 800 kV a.c. and ± 600 kV d.c.
60900	Hand Tools for Live Working up to 1000 V a.c. and 1500 V d.c.
Outils à Main Pour Travaux Sous Tension Jusqu'à 1 000 V en Courant Alternatif et  1 500 V en Courant Continu
60903	Live working – Electrical insulating gloves
Travaux sous tension – Gants isolants électriques
60939- 3	Passive filter units for electromagnetic interference suppression - Part 3: Passive filter units for which safety tests are appropriate
60947- 1	Standard for Low-Voltage Switchgear and Controlgear - Part 1: General Rules
60947- 4-1	Standard for Low-Voltage Switchgear and Controlgear - Part 4-1: Contactors and motor-starters - Electromechanical contactors and motor-starters
60947- 4-2	Voltage Switchgear and Controlgear - Part 4-2: Contactors and Motor-Starters - AC Semiconductor Motor Controllers and Starters
60947- 5-1	Low-Voltage Switchgear and Controlgear – Part 5-1: Control Circuit Devices and Switching Elements – Electromechanical Control Circuit Devices
60947- 5-2	Standard for Low-Voltage Switchgear and Controlgear - Part 5-2: Control circuit devices and switching elements - Proximity switches
60947- 5-5	Standard for Low-Voltage Switchgear and Controlgear - Part 5-5: Control circuit devices and switching elements - Electrical emergency stop device with mechanical latching function
60947- 7-1	Standard for Low-Voltage Switchgear And Controlgear - Part 7-1: Ancillary equipment - Terminal blocks for copper conductors
60947- 7-2	Standard for Low-Voltage Switchgear and Controlgear - Part 7-2: Ancillary Equipment - Protective Conductor Terminal Blocks for Copper Conductors
60947- 7-3	Low-Voltage Switchgear and Controlgear - Part 7-3: Ancillary Equipment - Safety Requirements for Fuse Terminal Blocks
60947- 7-4	Low-Voltage Switchgear and Controlgear - Part 7-4: Ancillary equipment - PCB terminal blocks for copper conductors
60950- 1	Information Technology Equipment - Safety - Part 1: General Requirements
60950- 21	Information Technology Equipment - Safety - Part 21: Remote Power Feeding
60950- 22	Information Technology Equipment - Safety - Part 22: Equipment to be Installed Outdoors
60950- 23	Information Technology Equipment - Safety - Part 23: Large Data Storage Equipment
60974- 1	Standard for Arc Welding Equipment; Part 1: Welding Power Sources
60984	Sleeves of Insulating Material for Live Working
Protège-Bras en Matériaux Isolants Pour Travaux Electriques
61010- 1	Safety Requirements for Electrical Equipment for Measurement, Control, and Laboratory Use - Part 1: General Requirements
61010- 2-010	Safety Requirements for Electrical Equipment for Measurement, Control and Laboratory Use - Part 2-010: Particular Requirements for Laboratory Equipment for the Heating of Materials
61010- 2-011	Electrical Equipment for Measurement, Control, and Laboratory Use - Part 2-011: Particular Requirements for Refrigerating Equipment
61010- 2-012	Electrical Equipment for Measurement, Control, and Laboratory Use - Part 2-012: Particular Requirements for Climatic and Environmental Testing and Other Conditioning Equipment
61010- 2-020	Electrical Equipment for Measurement, Control, and Laboratory Use - Part 2-020: Particular Requirements for Laboratory Equipment for Laboratory Centrifuges
61010- 2-030	Safety requirements for Electrical Equipment for Measurement, Control, and Laboratory Use - Part 2-030: Particular Requirements for Equipment Having Testing or Measuring Circuits
61010- 2-032	Safety Requirements for Electrical Equipment for Measurement, Control, and Laboratory Use - Part 2-032: Particular Requirements for Hand-Held and Hand-Manipulated Current Sensors for Electrical Test and Measurement
61010- 2-033	Safety Requirements for Electrical Equipment for Measurement, Control and Laboratory Use – Part 2-033: Particular Requirements for Hand-Held Multimeters for Domestic and Professional Use, Capable of Measuring Mains Voltage
61010- 2-034	Electrical Equipment for Measurement, Control, and Laboratory Use - Part 2-034: Particular Requirements for Measurement Equipment for Insulation Resistance and Test Equipment for Electric Strength
61010- 2-040	Electrical Equipment for Measurement, Control, and Laboratory Use – Part 2-040: Particular Requirements for Sterilizers and Washer-Disinfectors Used to Treat Medical Materials
61010- 2-051	Safety Requirements for Electrical Equipment for Measurement, Control and Laboratory Use - Part 2-051: Particular Requirements for Laboratory Equipment for Mixing and Stirring
61010- 2-061	Safety Requirements for Electrical Equipment for Measurement, Control and Laboratory Use - Part 2-061: Particular Requirements for Laboratory Atomic Spectrometers with Thermal Atomization and Ionization
61010- 2-081	Safety Requirements for Electrical Equipment for Measurement, Control and Laboratory Use - Part 2-081: Particular Requirements for Automatic and Semi-Automatic Laboratory Equipment for Analysis and Other Purposes
